structure,tense
"DT,NN,VBD,VBG,PRP$,NN,IN,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,PRP$,NNS,IN,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,RB",PAST_CONTINUES
"DT,NN,VBD,VBG,RB,IN,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,RP,RB,IN,DT,NN",PAST_CONTINUES
"DT,NN,VBD,VBG,WRB,PRP,VBD,JJ",PAST_CONTINUES
"DT,NN,VBD,VBG,WRB,VBN",PAST_CONTINUES
"DT,NNS,VBD,VBG,CD,IN,CD,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,JJ,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,JJ,NN,,,DT,JJ,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,JJ,NN,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,JJ,NN,IN,DT,NN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,JJ,NN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,JJ,NN,TO,VB,CD,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,JJ,NN,WDT,MD,VB,CD,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,NN,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,NN,IN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,NN,IN,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,NN,NN,,,VBG,PRP,IN,PRP$,NN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,NN,NN,IN,NNS,CC,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,DT,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,DT,JJ,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,DT,JJ,NN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,DT,JJ,NN,NN,,,VBG,RB,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,DT,NN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,DT,NN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,DT,NNS,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,JJR,NN,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,JJR,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,PRP$,JJ,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,PRP$,JJ,NNS,,,VBG,CC,VBG,JJ,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,PRP$,JJ,NNS,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,PRP$,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,PRP$,NNS,,,VBG,JJ,NNS,CC,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,IN,PRP$,NNS,IN,DT,NN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,JJ,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,JJ,NNS,,,VBG,DT,NNS,IN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,JJ,NNS,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,JJ,PRP$,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,NN,CC,VBG,DT,JJ",PAST_CONTINUES
"DT,NNS,VBD,VBG,NN,CC,VBG,DT,JJ,IN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,NN,CC,VBG,IN,NN,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,NN,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,NNS,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,NNS,IN,DT,NN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,NNS,IN,DT,NN,NN,,,VBG,DT,JJ,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,NNS,IN,DT,NN,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,PRP$,NNS,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,PRP$,NNS,IN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RB,,,VBG,PRP$,NNS,TO,VB,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RB,,,VBG,TO,VB,PRP$,JJ,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RB,IN,DT,JJ,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RB,IN,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RB,IN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RB,NNS,IN,DT,NN,JJ",PAST_CONTINUES
"DT,NNS,VBD,VBG,RB,TO,VB,PRP$,JJ,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RP,DT,NN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RP,DT,NN,NN,,,VBG,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RP,DT,NN,NN,IN,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,RP,IN,DT,JJ,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,TO,VB,RP,DT,JJ,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,VB,RP,DT,JJ,NN,,,VBG,PRP,VB,RB",PAST_CONTINUES
"DT,NNS,VBD,VBG,VB,RP,DT,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,VBG,NN,NNS",PAST_CONTINUES
"DT,NNS,VBD,VBG,VBG,NNS,,,VBG,JJ,NN",PAST_CONTINUES
"DT,NNS,VBD,VBG,VBG,NNS,IN,DT,JJ,NN",PAST_CONTINUES
"NNP,VBD,VBG,DT,NN,DT,NN",PAST_CONTINUES
"PRP$,NN,VBD,VBG,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,JJ,NN,RP,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,NN,NN,IN,DT,VBN,NN",PAST_CONTINUES
"PRP,VBD,VBG,,,VBG,IN,DT,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,,,VBG,JJ,NN,NNS,IN,PRP$,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,CC,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,CC,JJ,NN,,,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,CC,JJ,NN,,,VBG,DT,JJ,POS,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,CC,JJ,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,JJ,NN,,,VBG,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,,,VBD,TO,VB,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,,,VBG,CC,VBG,RB,TO,PRP$,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,,,VBG,IN,DT,NNS,WDT,VBD,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,,,VBG,JJ,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,,,VBG,JJ,NNS,CC,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,,,VBG,PRP$,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,,,VBG,PRP$,NNS,IN,JJ,NNS,CC,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,DT,JJ",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,DT,JJ,NN,,,VBG,NN,TO,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,DT,NN,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,DT,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,DT,NNS,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,DT,NNS,VBP",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,JJ,NNS,,,VBG,PRP$,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,JJ,NNS,,,VBG,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,NNS,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,IN,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,NN,,,VBG,DT,NNS,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,NN,,,VBG,IN,DT,NN,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,NN,,,VBG,IN,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,NN,IN,VBG,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,NN,TO,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,NN,TO,NN,IN,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,TO,PRP$,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,TO,VB,IN,DT,JJ,NN,IN,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,TO,VB,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,VBG,PRP$,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJ,NN,WDT,VBD,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJS,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,JJS,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,CC,JJ,NN,IN,PRP$,JJS,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,CC,VBG,JJ",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,JJ,NNS,,,VBG,DT,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NN,,,VBG,DT,NN,RB",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NN,,,VBG,PRP$,NN,TO,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NN,CC,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NN,NNS,,,VBG,DT,NN,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NN,NNS,IN,NN,CC,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NNS,CC,NNS,IN,PRP$,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NNS,CC,NNS,IN,PRP$,NN,NN,,,VBG,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,NNS,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,PRP$,JJS,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,IN,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,,,VBG,DT,NNS,IN,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,,,VBG,IN,DT,VBG,NNS,VBG,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,,,VBG,PRP$,NN,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,,,VBG,PRP,VBD,NN,CC,JJ",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,IN,DT,JJ,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,IN,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,IN,PRP$,NN,POS,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,NN,,,VBG,IN,DT,JJ",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,NN,,,VBG,IN,DT,NN,CC,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,NN,IN,PRP$,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,NN,IN,PRP$,JJ,NN,,,VBG,TO,VB,PRP,JJ",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,NN,WDT,VBD,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,NN,WDT,VBD,PRP,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,RB",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,TO,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,TO,PRP$,JJS,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,TO,PRP$,NN,NN,,,VBG,IN,PRP$,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,TO,PRP$,NN,NN,WP,VBD,RB,RB",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,TO,VB,DT,NN,IN,VBG,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,TO,VB,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,TO,VB,PRP$,NN,POS,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NN,TO,VB,TO,PRP$,JJS,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,POS,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,RB",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,RB,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,TO,PRP$,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,TO,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,TO,VB,DT,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NN,TO,VB,DT,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNP,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNP,NN,IN,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNP,NN,IN,JJ,NNS,CC,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNS,IN,DT,JJ,NN,,,VBG,IN,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNS,IN,DT,JJ,NN,TO,VB,PRP$,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNS,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNS,IN,PRP$,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNS,IN,PRP$,JJ,NN,,,VBG,PRP,DT,JJ,CC,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,NNS,IN,PRP$,JJ,NN,IN,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,VBG,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,VBG,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,VBG,NN,NN,,,VBG,JJ,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,VBG,NN,NN,,,VBG,PRP$,NNS,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,VBG,NN,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,VBG,NN,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,DT,VBG,NN,NN,TO,VB,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,VBG,NN,NN,WDT,VBD,PRP,IN,DT,NN,IN,PRP$,NNS",PAST_CONTINUES
"PRP,VBD,VBG,DT,VBN,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,,,JJ,NNS,,,VBG,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,,,JJ,NNS,,,VBN,IN,JJ,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,NN,,,VBG,DT,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,NN,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,NN,NN,,,VBG,NN,IN,DT,VBN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,NN,NN,,,VBG,NN,IN,VBN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,NN,,,VBG,DT,NN,CC,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,NN,,,VBG,IN,PRP$,NN,CC,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,NN,TO,DT,NNS",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,TO,VB",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,TO,VB,IN,DT,JJ,NN,,,VBG,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,TO,VB,IN,DT,JJ,NN,IN,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,TO,VB,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,WRB,PRP,VBD,TO,VB",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NN,WRB,PRP,VBD,VBG",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NNS,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,NNS,WRB,PRP,VBD,TO,VB",PAST_CONTINUES
"PRP,VBD,VBG,IN,DT,VBG,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,JJ,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,PRP$,JJ,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,PRP$,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,IN,PRP$,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,PRP$,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,PRP$,NNS,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,IN,PRP$,VBN,NNS,RB",PAST_CONTINUES
"PRP,VBD,VBG,JJ,CC,JJ,NN,,,VBG,PRP$,NN,IN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,JJ,CC,JJ,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,JJ,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NN,IN,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS,,,VBG,DT,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS,,,VBG,DT,NNS,IN,PRP$,NNS",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS,IN,DT,NN,,,VBG,NN,TO,DT,NNS",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS,IN,DT,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS,IN,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,JJ,NNS,IN,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,JJ,TO,JJ,NNS",PAST_CONTINUES
"PRP,VBD,VBG,NN,CC,VBG,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,IN,DT,JJ,NNS,,,VBG,NN,POS,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,IN,DT,NN,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,IN,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,NN,IN,DT,JJ,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,NNS,,,VBG,PRP,IN,DT,NN,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,NNS,IN,PRP$,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,NNS,RB",PAST_CONTINUES
"PRP,VBD,VBG,NN,NNS,WDT,VBD,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,NN,WRB,DT,NN,VBD,RP",PAST_CONTINUES
"PRP,VBD,VBG,NNP,IN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,JJ,NN,NNS,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,JJ,NN,NNS,IN,DT,JJ,NN,,,JJ,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,JJ,NNS,,,VBG,PRP$,NNS,CC,NNS",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,JJ,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,JJ,NNS,IN,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,JJ,NNS,RB",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,JJR,NNS",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,,,VBG,JJ,PRP,VBD,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,IN,DT,JJ,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,IN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NN,,,VBG,JJ,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NN,IN,DT,JJ,NN,,,VBG,IN,NNS,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NN,IN,DT,JJ,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NN,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NN,IN,DT,NN,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NN,IN,DT,NN,NN,,,VBG,IN,NN,CC,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NN,IN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NN,TO,VB,RB,IN,DT,NN,RB",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NNS",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NNS,,,VBG,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NNS,IN,DT,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NNS,IN,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,NNS,RB,,,VBG,IN,DT,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,POS,JJ,NN",PAST_CONTINUES
"PRP,VBD,VBG,PRP$,NN,POS,NN",PAST_CONTINUES
